	Title	Author	Search	Year	Lang	Pages	Digital	License	Publisher	DNB_ID	Relation	Relation_ID	Genre	Unnamed: 13	Unnamed: 14	Unnamed: 15
525	In der Wildnis Labradors	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192277	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
526	Kapitän Bergers Kinder	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194067	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
527	Kapitän Merling und seine Familie	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192552	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
528	Neuland	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193729	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
529	Peter Strupp, der Sträfling	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192471	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
530	Steuermann Restraaten	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156193575	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
531	Um Mirza Kanis Schatz	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156193443	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
532	Unter dem Meeresboden	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193885	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
533	Unter den Muka Lari-Zwergen	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	115619380X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
534	Kaiser Karl an der Front	von Arthur Achleitner	FEINDE RINGSUM	1917	ger	24	WAHR	free	Reutlingen : Ensslin & Laiblin, [1917]	1035334941	Feinde ringsum!	unkown	Krieg			
535	Der Mitternachtszug	Olaf Nesie	Fred Tarmun	1929	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1929]	1017589712	Fred Tarmun	(DE-101)1160462682	Abenteuer			
536	Die Hütte am Meer	Olaf Nesie	Fred Tarmun	1929	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1929]	1017589763	Fred Tarmun	(DE-101)1160462682	Abenteuer			
537	Die Spange der Verina	Olaf Nesie	Fred Tarmun	1929	ger	unkown	WAHR	free	Dresden : Mignon-Verlag, [1929]	1017589658	Fred Tarmun	(DE-101)1160462682	Abenteuer			
538	Kampf im Dunkeln	Olaf Nesie	Fred Tarmun	1929	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1929]	1017589836	Fred Tarmun	(DE-101)1160462682	Abenteuer			
539	Schreie in New-York	Olaf Nesie	Fred Tarmun	1929	ger	unkown	WAHR	free	Dresden : Mignon-Verlag, [1929]	1017589593	Fred Tarmun	(DE-101)1160462682	Abenteuer			
540	Tat ohne Täter	Olaf Nesie	Fred Tarmun	1929	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1929]	101758978X	Fred Tarmun	(DE-101)1160462682	Abenteuer			
541	Der Bucklige von St. Louis	Olaf Nesie	Fred Tarmun	1928	ger	unkown	WAHR	free	Dresden : Mignon-Verlag, 1928	1017589429	Fred Tarmun	(DE-101)1160462682	Abenteuer			
542	Im Schatten der Freiheitsstatue	Olaf Nesie	Fred Tarmun	1928	ger	unkown	WAHR	free	Dresden : Mignon-Verlag, 1928	1017589526	Fred Tarmun	(DE-101)1160462682	Abenteuer			
543	Zirkus Manry	Olaf Nesie	Fred Tarmun	1928	ger	unkown	WAHR	free	Dresden : Mignon-Verlag, [1928]	1017589496	Fred Tarmun	(DE-101)1160462682	Abenteuer			
544	Der Andere	Carla Eden (C. v. Ende)	HANSA ROMANE	1917	ger	72	WAHR	free	Lübeck : Wessel, [1917]	1026433592	Hansa-Romane	unkown	unklar			
545	Drei Freundinnen u. drei Helden	Karl Kroneck	HANSA ROMANE	1917	ger	72	WAHR	free	Lübeck : Wessel, [1917]	102643369X	Hansa-Romane	unkown	unklar			
546	Ein neuer Mensch	Karl Wallner	HANSA ROMANE	1917	ger	71	WAHR	free	Lübeck : Wessel, [1917]	1026433789	Hansa-Romane	unkown	unklar			
547	Fremdes Blut	Karl Lütge	HANSA ROMANE	1917	ger	71	WAHR	free	Lübeck : Wessel, [1917]	1026433827	Hansa-Romane	unkown	unklar			
548	Marino Faliero	Karl Felden	HANSA ROMANE	1917	ger	72	WAHR	free	Lübeck : Wessel, [1917]	1026433924	Hansa-Romane	unkown	unklar			
549	Schwiegermutters Geburtstagspfeife und andere Humoresken	[Verf.: Wilhelm Wolters]	UNSERE FELDGRAUEN	1916	ger	49	WAHR	free	Berlin : Deutsches Dr.- u. Verlagshaus, [1916]	1035344130	Humoristische Bibliothek für unsere Feldgrauen	unkown	Krieg			
550	Die Hochzeitsreise und andere Humoresken	[Verf.: Wilhelm Wolters]	UNSERE FELDGRAUEN	1915	ger	49	WAHR	free	Berlin : Deutsches Dr.- & Verlagshaus, [1915]	1035346567	Humoristische Bibliothek für unsere Feldgrauen	unkown	Krieg			
551	Ich und das Kamel	[Verf.: Julius Knopf] und andere Humoresken	UNSERE FELDGRAUEN	1915	ger	48	WAHR	free	Berlin : Deutsches Dr.- & Verlagshaus, [1915]	1035345390	Humoristische Bibliothek für unsere Feldgrauen	unkown	Krieg			
552	Der Dämon	E. S. Murphy	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1045509043	Kleine Detektiv-Romane	unkown	Krimi			
553	Der Rubin des Maharadscha	Gero Terzin	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1029523282	Kleine Detektiv-Romane	unkown	Krimi			
554	Der verräterische Papagei	Charlyle	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1029523398	Kleine Detektiv-Romane	unkown	Krimi			
555	Die Flucht in die Tiefe	Erichson Stackpol	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1029523576	Kleine Detektiv-Romane	unkown	Krimi			
556	Die Katastrophe im Laboratorium	Charlyle	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1029523460	Kleine Detektiv-Romane	unkown	Krimi			
557	Ein Mord - zwei Verdächtigte	E. C. Ellis	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1045508675	Kleine Detektiv-Romane	unkown	Krimi			
558	Goldgier	MacMorrison	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1045508950	Kleine Detektiv-Romane	unkown	Krimi			
559	Nachtspuk	Ivar Ryee	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verl., 1926	1029522685	Kleine Detektiv-Romane	unkown	Krimi			
560	Nemesis	MacMorrison	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	104550940X	Kleine Detektiv-Romane	unkown	Krimi			
561	Organisation E. W.	Ericson Stackpol	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1045508810	Kleine Detektiv-Romane	unkown	Krimi			
562	Spionage	Ericson-Stackpol	KLEINE DETEKTIV-ROMANE	1926	ger	48	WAHR	free	Dresden : Mignon-Verlag, 1926	1045509337	Kleine Detektiv-Romane	unkown	Krimi			
563	Variete? Sadoni	E. C. Ellis	KLEINE DETEKTIV-ROMANE	1926	ger	47	WAHR	free	Dresden : Mignon-Verlag, 1926	104550923X	Kleine Detektiv-Romane	unkown	Krimi			
564	Kampf um Wituland	Johannes Sigleur. [Zeichngn: Fritz R. Weber]	Kolonial-Bücherei	1942	ger	32	WAHR	free	Berlin : Steiniger, [1942]	1028815212	Kolonial-Bücherei	(DE-101)580428591	Abenteuer			
565	"""Albatros"" im Kampf mit Kannibalen"	Jan Pieter Grove. [Zeichngn: O. Wendt]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022919342	Kolonial-Bücherei	unkown	Abenteuer			
566	Dakar war die Hölle	A. A. Knauß. [Zeichngn: Wilhelm Baitz]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022918931	Kolonial-Bücherei	unkown	Abenteuer			
567	Der Meldereiter von Omaruru	Otfrid von Hanstein. [Zeichngn: O. Wendt]	Kolonial-Bücherei	1941	ger	31	WAHR	free	Berlin : Steiniger, [1941]	1022919776	Kolonial-Bücherei	unkown	Abenteuer			
568	Im Einbaum gegen Wale	Rolf Neumann. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022920065	Kolonial-Bücherei	unkown	Abenteuer			
569	Im Schatten des Ruwenzori	A. A. Knauß. [Zeichngn: Wilhelm Baitz]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022918443	Kolonial-Bücherei	unkown	Abenteuer			
570	Schwarze Hände, weiße Trommeln	Friedrich Bernhard. [Zeichngn: O. Wendt]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022918605	Kolonial-Bücherei	unkown	Abenteuer			
571	Van Geldern, der Verräter	C. Däbritz. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1941	ger	32	WAHR	free	Berlin : Steiniger, [1941]	1022918281	Kolonial-Bücherei	unkown	Abenteuer			
572	Der König der Dschungel	K. Sobota. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022918044	Kolonial-Bücherei	unkown	Abenteuer			
573	Der Zauberer von Dorovambo	E. C. Christophe?. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022917080	Kolonial-Bücherei	unkown	Abenteuer			
574	"Die ""Erlangen"" in der Südsee"	frei nacherz. Vendelin Brugg	Kolonial-Bücherei	1940	ger	unkown	WAHR	free	Berlin : Steiniger, [1940]	1022918206	Kolonial-Bücherei	unkown	Abenteuer			
575	"Die Fünf von der ""Windhuk"""	"Fred Schmidt. Dem mündl. Bericht d. 3. Offiziers d. ""Windhuk"", G. Albrecht, nacherz. [Zeichngn: W. Baitz]"	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022915355	Kolonial-Bücherei	unkown	Abenteuer			
576	Die Nacht am Krokodilfluß	Ursula Zock	Kolonial-Bücherei	1940	ger	unkown	WAHR	free	Berlin : Steiniger, [1940]	1022916920	Kolonial-Bücherei	unkown	Abenteuer			
577	Dynamit für die Uganda-Bahn	C. Däbritz. [Zeichngn: W. Baitz]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022915924	Kolonial-Bücherei	unkown	Abenteuer			
578	Flucht aus Rio	Johann Peter Breul. [Zeichngn: W. Baitz]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022915789	Kolonial-Bücherei	unkown	Abenteuer			
579	Flucht durch Afrikas Himmel	Peter Steffan. [Zeichngn: Fritz W. Oehlschlägel]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	102291734X	Kolonial-Bücherei	unkown	Abenteuer			
580	Nashornfang am Kilimandscharo	Walter Schultz. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022915576	Kolonial-Bücherei	unkown	Abenteuer			
581	Tanga bleibt unser	C. Däbritz. [Zeichngn: Fritz Weber]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022917196	Kolonial-Bücherei	unkown	Abenteuer			
582	Um die letzte Flasche Wasser	Pieter TerVoorst. [Zeichngn: W. Baitz]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022917714	Kolonial-Bücherei	unkown	Abenteuer			
583	Vergeltung für Daressalam	Jan Pieter Grove. [Zeichngn: A. Bock]	Kolonial-Bücherei	1940	ger	32	WAHR	free	Berlin : Steiniger, [1940]	1022916017	Kolonial-Bücherei	unkown	Abenteuer			
584	Eine Stuka-Staffel im Osten	von Heinz Ockhardt. [Zeichnungen: Hans O. Wendt]	Kriegsbücherei der deutschen Jugend	1944	ger	31	WAHR	free	Berlin : Steiniger-Verlage, [1944]	1071874632	Kriegsbücherei der deutschen Jugend	unkown	Krieg			
585	Waffen-SS im Kampf vor Leningrad	von Alfred Thoss. [Zeichnungen: Fritz R. Weber]	Kriegsbücherei der deutschen Jugend	1944	ger	32	WAHR	free	Berlin : Steiniger, [1944]	1071874071	Kriegsbücherei der deutschen Jugend	unkown	Krieg			
586	Wir fuhren auf allen Schiffen	von Hermann Bruckschen	Kriegsbücherei der deutschen Jugend	1944	ger	unkown	WAHR	free	Berlin : Steiniger-Verl., [1944]	1071874314	Kriegsbücherei der deutschen Jugend	unkown	Krieg			
587	Wir jagen Sowjetpanzer	H. U. Frhr. von Wangenheim	Kriegsbücherei der deutschen Jugend	1944	ger	32	WAHR	free	Berlin : Steiniger-Verlage, [1944]	107187442X	Kriegsbücherei der deutschen Jugend	unkown	Krieg			
588	5000 Mark Belohnung	Martin Winfried	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192274245	Mignon-Romane	(DE-101)1192310373	unklar			
589	Am Rande der Wüste	Josefine Angelika	MIGNON-ROMANE	1919	ger	96	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282329	Mignon-Romane	(DE-101)1192310373	unklar			
590	Artistenblut	Fritz Randolf	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192275446	Mignon-Romane	(DE-101)1192310373	unklar			
591	Auf Abwegen	Josef Thomas	MIGNON-ROMANE	1919	ger	94	WAHR	free	Dresden : Mignon-Verl., [1919]	119228190X	Mignon-Romane	(DE-101)1192310373	unklar			
592	Aus dem Weltbrand	von Albert Rosinskow	MIGNON-ROMANE	1915	ger	96	WAHR	free	Dresden : Mignon-Verl., 1915	1192276825	Mignon-Romane	(DE-101)1192310373	unklar			
593	Bakterien	H. A. von Byern	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192278259	Mignon-Romane	(DE-101)1192310373	unklar			
594	Beregis	Ludwig Bauer	MIGNON-ROMANE	1920	ger	96	WAHR	free	Dresden : Mignon-Verl., 1920	1192282787	Mignon-Romane	(DE-101)1192310373	unklar			
595	Bergführers Töchterlein	Guido von Fels	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	119227315X	Mignon-Romane	(DE-101)1192310373	unklar			
596	Brunhildes Heirat	Ernst Woop	MIGNON-ROMANE	1916	ger	95	WAHR	free	Dresden : Mignon-Verl., [1916]	119227797X	Mignon-Romane	(DE-101)1192310373	unklar			
597	Dämon Weib	Josephine Schade-Hädicke	MIGNON-ROMANE	1913	ger	128	WAHR	free	Dresden : Mignon-Roman-Verl., [1913]	1192271076	Mignon-Romane	(DE-101)1192310373	unklar			
598	Dämonische Mächte	E. von Horst	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192280792	Mignon-Romane	(DE-101)1192310373	unklar			
599	Das Attentat auf Leschnitz	Juliane Virneisel	MIGNON-ROMANE	1913	ger	128	WAHR	free	Dresden : Mignon-Verl., [1913]	1192271130	Mignon-Romane	(DE-101)1192310373	unklar			
600	Das Bild des Komtur	Albert G. Krueger	MIGNON-ROMANE	1916	ger	95	WAHR	free	Dresden : Mignon-Verl., [1916]	1192279697	Mignon-Romane	(DE-101)1192310373	unklar			
601	Das blaue Mäuschen	Franz Scott	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192274954	Mignon-Romane	(DE-101)1192310373	unklar			
602	Das Erbteil der Liebe	Max von Weissenthurn	MIGNON-ROMANE	1919	ger	95	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282590	Mignon-Romane	(DE-101)1192310373	unklar			
603	Das Experiment des Dr. Hohenau	Guido von Fels	MIGNON-ROMANE	1919	ger	95	WAHR	free	Dresden : Mignon-Verl., [1919]	1192281896	Mignon-Romane	(DE-101)1192310373	unklar			
604	Das Familienarmband	Rosine von Schullern	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192278860	Mignon-Romane	(DE-101)1192310373	unklar			
605	Das Geheimnis des Chauffeurs	John Redgrey	MIGNON-ROMANE	1913	ger	128	WAHR	free	Dresden : Mignon-Roman-Verl., [1913]	1192270959	Mignon-Romane	(DE-101)1192310373	unklar			
606	Das Geheimnis des Hindufürsten	Albert Rosinskow	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192272315	Mignon-Romane	(DE-101)1192310373	unklar			
607	Das Geheimnis von Montferrat	M. B. Hohenofen	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192277082	Mignon-Romane	(DE-101)1192310373	unklar			
608	Das geheimnisvolle Landhaus	Ernst Woop	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192277503	Mignon-Romane	(DE-101)1192310373	unklar			
609	Das Glück des Hauses Frey	Karl Greggersen	MIGNON-ROMANE	1916	ger	95	WAHR	free	Dresden : Mignon-Verl., [1916]	1192279433	Mignon-Romane	(DE-101)1192310373	unklar			
610	Das Goldschiff	Guiseppe Becce	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192277295	Mignon-Romane	(DE-101)1192310373	unklar			
611	Das Grüne Gewölbe	Theodor Ackermann	MIGNON-ROMANE	1919	ger	96	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282159	Mignon-Romane	(DE-101)1192310373	unklar			
612	Das haben die Männer so gern	Fritz Randolf	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	119227380X	Mignon-Romane	(DE-101)1192310373	unklar			
613	Das Halsband der Baronin von Hufnagel	Archibald Lothringer	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192277635	Mignon-Romane	(DE-101)1192310373	unklar			
614	Das Juwelenkästchen	H. v. Remagen	MIGNON-ROMANE	1919	ger	96	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282280	Mignon-Romane	(DE-101)1192310373	unklar			
615	Das lockende Ziel	R. Stein	MIGNON-ROMANE	1919	ger	96	WAHR	free	Dresden : Mignon-Verl., [1919]	1192281950	Mignon-Romane	(DE-101)1192310373	unklar			
616	Das Mädchen aus dem wilden Westen	E. W. Sunderland	MIGNON-ROMANE	1913	ger	96	WAHR	free	Dresden : Mignon-Verl., 1913	1192272471	Mignon-Romane	(DE-101)1192310373	unklar			
617	Das Mädel ohne Geld	Franz Scott	MIGNON-ROMANE	1913	ger	128	WAHR	free	Dresden : Mignon-Roman-Verl., [1913]	1192271211	Mignon-Romane	(DE-101)1192310373	unklar			
618	Das Menschenglück	Magda Trott	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192281241	Mignon-Romane	(DE-101)1192310373	unklar			
619	Das Perlenhalsband	Carl H. Atan	MIGNON-ROMANE	1919	ger	95	WAHR	free	Dresden : Mignon. Verl., [1919]	1192281616	Mignon-Romane	(DE-101)1192310373	unklar			
620	Das Portrait der Mutter	Eugen Bernard	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192272102	Mignon-Romane	(DE-101)1192310373	unklar			
621	Das Schicksal bezwungen	L. von Saltern	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	119228030X	Mignon-Romane	(DE-101)1192310373	unklar			
622	Das schlechte Jahr	Albert Petersen	MIGNON-ROMANE	1920	ger	96	WAHR	free	Dresden : Mignon-Verl., 1920	1192282647	Mignon-Romane	(DE-101)1192310373	unklar			
623	Das Schloß im Moor	Fr. D. Ortwig-Ramin	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192279603	Mignon-Romane	(DE-101)1192310373	unklar			
624	Das stille Weh	Hans Walter Schmidt	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192280431	Mignon-Romane	(DE-101)1192310373	unklar			
625	Das Tagebuch der Komteß	Albert Rosinskow	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192277414	Mignon-Romane	(DE-101)1192310373	unklar			
626	Das Vermächtnis des Verschollenen	Fritz Daum	MIGNON-ROMANE	1919	ger	94	WAHR	free	Dresden : Mignon-Verl., [1919]	1192281845	Mignon-Romane	(DE-101)1192310373	unklar			
627	Das Wasserschloß von Djokja	Albert Rosinskow	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192278720	Mignon-Romane	(DE-101)1192310373	unklar			
628	Der Andere	Herbert Gerwig	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192276493	Mignon-Romane	(DE-101)1192310373	unklar			
629	Der Dajak	Albert Rosinskow	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192278917	Mignon-Romane	(DE-101)1192310373	unklar			
630	Der Deserteur	Eugen Bernard	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192280717	Mignon-Romane	(DE-101)1192310373	unklar			
631	Der ehrenhafte Fred	Wolf Heinberg	MIGNON-ROMANE	1918	ger	95	WAHR	free	Dresden : Mignon-Verl., [1918]	1192281519	Mignon-Romane	(DE-101)1192310373	unklar			
632	Der eigene Weg	Paul Rudloff	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., [1915]	1192280202	Mignon-Romane	(DE-101)1192310373	unklar			
633	Der Einäugige	Franz Scott	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	119227167X	Mignon-Romane	(DE-101)1192310373	unklar			
634	Der Einödsee	Georg Höcker	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192275888	Mignon-Romane	(DE-101)1192310373	unklar			
635	Der Einsiedler von Monte Tofana	Fr. D. Ortwig-Ramin	MIGNON-ROMANE	1915	ger	96	WAHR	free	Dresden : Mignon-Verl., 1915	1192279778	Mignon-Romane	(DE-101)1192310373	unklar			
636	Der Fakir	Albert Rosinskow	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192276523	Mignon-Romane	(DE-101)1192310373	unklar			
637	Der Fall Norbert Garden	M. B. Hohenofen	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192272161	Mignon-Romane	(DE-101)1192310373	unklar			
638	Der Flüchtling	Max Marawske	MIGNON-ROMANE	1916	ger	95	WAHR	free	Dresden : Mignon-Verl., [1916]	119227900X	Mignon-Romane	(DE-101)1192310373	unklar			
639	Der gestohlene Königsschmuck	Ludwig Wolter	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192275047	Mignon-Romane	(DE-101)1192310373	unklar			
640	Der Giftmord von Roccachelle	Hans Berg	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192272404	Mignon-Romane	(DE-101)1192310373	unklar			
641	Der Goldfisch	Erich v. Horst	MIGNON-ROMANE	1919	ger	94	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282493	Mignon-Romane	(DE-101)1192310373	unklar			
642	Der gute Kern	Siegfried Baske	MIGNON-ROMANE	1919	ger	96	WAHR	free	Dresden : Mignon-Verl., [1919]	1192282256	Mignon-Romane	(DE-101)1192310373	unklar			
643	Der Hakim	Albert Rosinskow	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192278119	Mignon-Romane	(DE-101)1192310373	unklar			
644	Der Irrenarzt	John Redgrey	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192273478	Mignon-Romane	(DE-101)1192310373	unklar			
645	Der Kurier des Sultans	Fr. Ortwig-Ramin	MIGNON-ROMANE	1918	ger	95	WAHR	free	Dresden : Mignon-Verl., [1918]	1192281462	Mignon-Romane	(DE-101)1192310373	unklar			
646	Der letzte Wille	Magda Trott	MIGNON-ROMANE	1916	ger	95	WAHR	free	Dresden : Mignon-Verl., [1916]	1192278674	Mignon-Romane	(DE-101)1192310373	unklar			
647	Der Liebe Sieg	L. von Saltern	MIGNON-ROMANE	1914	ger	96	WAHR	free	Dresden : Mignon-Verl., [1914]	1192271459	Mignon-Romane	(DE-101)1192310373	unklar			
648	Der Mann für Alles	von M. B. Hohenhofen	MIGNON-ROMANE	1919	ger	94	WAHR	free	Dresden : Mignon-Verl., [1919]	1192281977	Mignon-Romane	(DE-101)1192310373	unklar			
649	Der Mann mit dem signierten Koffer	Keeler-Berg	MIGNON-ROMANE	1915	ger	95	WAHR	free	Dresden : Mignon-Verl., 1915	1192280504	Mignon-Romane	(DE-101)1192310373	unklar			
