	Title	Author	Search	Year	Lang	Pages	Digital	License	Publisher	DNB_ID	Relation	Relation_ID	Genre	Unnamed: 13	Unnamed: 14	Unnamed: 15
406	Vom elektrischen Stuhl gerettet	Arvid Storbek	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252330	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
407	Vom Starkstrom getroffen	William Horst	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon Verl., 1923	1192236394	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
408	Vom Treibriemen erfaßt	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192247906	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
409	Von Eisbären gestellt	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, [1926]	1192244184	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
410	Von Mekka nach Medina	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223497	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
411	Wärterhaus 113	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	31	WAHR	free	Dresden : Mignon-Verlag, [1921]	1192224191	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
412	Weiß-Schwarz-Gelb	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. 1 : Mignon-Verlag, 1926	1192250737	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
413	Wo ist Kapitän Birkwood?	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224353	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
414	Zigeunerliebe	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752701	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
415	"Das Logbuch der ""Washington"""	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045509809	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
416	Das Rätsel von Madeira	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510947	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
417	Das Weltwunder von Panama	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510505	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
418	Das Wunder vom ewigen Leben	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045511013	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
419	Der Cowboykönig	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510092	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
420	Der goldene Tod	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510661	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
421	Der Postillon von Ladysville	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045509922	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
422	Der Schachkönig	Herbert Wulfner	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045511277	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
423	Der Tyrann von San Domingo	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510440	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
424	Der verborgene Schatz des Franzosen-Generals	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045511137	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
425	Die grüne Venezuela	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510572	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
426	Die Mühle am Gila-River	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	104551019X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
427	Die Sumpflilie von Florida	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510246	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
428	Die Veilchendame	William Horst	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045511242	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
429	Die Verschwörung von Havanna	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510343	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
430	Drei Wochen durch unerforschtes Land	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	104551070X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
431	Fünfhundert Meilen auf den Amazonenstrom	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510807	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
432	Im Aeroplan über die Sahara	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510890	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
433	Im Todesschatten des Gummiwaldes	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1045510831	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
434	Bis ans Ende der Welt	Illa Grunert	Der neue Roman	1950	ger	31	WAHR	free	Hamburg-Altona : Glöss, [1950]	1072045567	Der neue Roman	unkown	Liebe			
435	Jagd nach Claudia	Bara Kohlmann	Der neue Roman	1950	ger	31	WAHR	free	Hamburg-Altona : Glöß, [1950]	1072045826	Der neue Roman	unkown	Liebe			
436	Amitabhas Geheimnis	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verlag mod. Lektüre, [um 1916]	1156194709	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
437	An Algiers Küsten	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193958	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
438	Auf dem Meeresboden	W. Belka	Erlebnisse einsamer Menschen	1917	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1917]	1156193001	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
439	Auf den Vulkaninseln der Aleuten	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193176	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
440	Auf der Ludowka-Höhe	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. moderner Lektüre, 1916	115619511X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
441	Auf dunklem Pfade	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192501	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
442	Auf heissem Boden	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156195020	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
443	Auf leuchtendem Boden	W. Belka	Erlebnisse einsamer Menschen	1916	ger	31	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194997	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
444	Bill Tipperdey's Geheimnis	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194474	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
445	Budang, der Pirat	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. moderner Lektüre, [um 1916]	1156194954	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
446	C. 15	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192919	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
447	Das Eiland der schwarzen Diamanten	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verlag mod. Lektüre, 1919	1156192862	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
448	Das Findlingseiland	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194903	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
449	Das Fort in den Purus - Fällen	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192366	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
450	Das Geheimnis der Sunda-See	W. Belka	Erlebnisse einsamer Menschen	1916	ger	47	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194555	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
451	Das Geheimnis des Binnensees	W. Belka	Erlebnisse einsamer Menschen	1916	ger	31	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194679	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
452	Das Geheimnis des Erfinders	W. Belka	Erlebnisse einsamer Menschen	1914	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1914	1156195160	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
453	Das Geheimnis des Erfinders	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194407	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
454	Das Geheimnis des Pater Eusebius	W. Belka	Erlebnisse einsamer Menschen	1916	ger	47	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194636	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
455	Das Geheimnis des Trappers	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	115619234X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
456	Das Geheimnis von Ikapura	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192358	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
457	Das Geheimnis von Kap Hoorn	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194601	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
458	Das Geld der Najade	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192609	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
459	Das Gespenst der Christianklippe	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194385	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
460	Das Gespenst der Küsül-Kum	W. Belka	Erlebnisse einsamer Menschen	1916	ger	30	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194369	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
461	Das grüne Wrack	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192269	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
462	Das Insel-Erbe	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192293	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
463	Das Land Gigantea	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192625	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
464	Das Oberhaupt des Egbo-Bundes	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193702	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
465	Das Radschaschloß	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193613	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
466	Das Tagebuch des Steuermanns	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1919	1156192455	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
467	Das tote Eiland	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192803	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
468	Das unterirdische Kloster	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193990	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
469	Das versteinerte Schiff	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193346	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
470	Das weisse Eiland	W. Belka	Erlebnisse einsamer Menschen	1919	ger	31	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192773	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
471	Das Wrack des Korsarenschiffes	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193060	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
472	Der Bimssteinberg	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156195063	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
473	Der Gefangene auf Karmaktschi	W. Belka	Erlebnisse einsamer Menschen	1916	ger	30	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	115619475X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
474	Der Gefangene des Ras Bagror	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192692	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
475	Der Geist von Nelson-Land	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verlag moderner Lektüre, [um 1920]	1156192331	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
476	Der Geisterfelsen im Baikal-See	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	115619444X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
477	Der Leuchtturm von Aldeburgh	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156193923	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
478	Der Menageriedampfer	W. Belka	Erlebnisse einsamer Menschen	1916	ger	31	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193850	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
479	Der Meuterer der Frigga	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192536	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
480	Der Schatz auf dem Meeresboden	W. Belka	Erlebnisse einsamer Menschen	1919	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192943	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
481	Der Schatz der Azteken	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	115619346X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
482	Der Schatz der Könige von Audh.	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193397	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
483	"Der Schiffjunge der ""Esmeralda"""	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193303	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
484	Der Spuk von Schinglapa	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193249	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
485	Der Verbannte auf Karlsort	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193192	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
486	Der Waldmensch von Tortaterra	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193125	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
487	Die Abenteuer auf dem Wingolf	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156195101	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
488	Die Farm am Murray-Fluss	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192382	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
489	Die Flucht aus Vannes	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194806	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
490	Die Flüchtlingen auf Bischur-ada	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), [um 1916]	1156194792	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
491	Die Geheimschrift der Steinplatte	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192676	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
492	Die Geisterprau	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194423	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
493	Die Gespensterbrigg	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194326	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
494	Die Gold-Insel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194288	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
495	Die Grönlandfahrer	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156194253	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
496	Die Höhlen von Saint Pierre	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194199	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
497	Die hölzerne Insel	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192323	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
498	Die Insel der Feueranbeter	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. med. Lektüre, [um 1916]	1156195152	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
499	Die Insel im Sargassomeer	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192579	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
500	Die Kolonie auf den Briennes	W. Belka	Erlebnisse einsamer Menschen	1916	ger	31	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194830	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
501	Die Kolonie Hoffnungskap	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194156	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
502	Die Möweninsel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193826	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
503	Die neue Emden	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	1156192722	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
504	Die Perleninsel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	47	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193680	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
505	Die Pirateninsel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	64	WAHR	free	(Berlin) : (Verlag moderner Lektüre), [um 1916]	1156193656	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
506	Die Säulenburg	W. Belka	Erlebnisse einsamer Menschen	1919	ger	31	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192498	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
507	Die sagenhafte Oase	W. Belka	Erlebnisse einsamer Menschen	1919	ger	29	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1919]	115619251X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
508	Die Schlangenhöhle von Alkasar	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	115619248X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
509	Die Schmuggler-Insel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193281	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
510	Die schwimmende Insel	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194091	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
511	Die Tigerfalle	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193427	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
512	"Die Ueberlebenden der ""Skandinavia"""	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192447	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
513	Die Wölfe der Parker - Insel	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192439	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
514	Die Wundergrotten von Briennes	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193036	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
515	Die Zauberinsel	W. Belka	Erlebnisse einsamer Menschen	1919	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1919	1156192390	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
516	Drei Mumien	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193761	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
517	Ein Aufklärungsflug	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	115619508X	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
518	Ein freiwilliger Robinson	W. Belka	Erlebnisse einsamer Menschen	1916	ger	unkown	WAHR	free	Berlin : Verl. mod. Lektüre, [1916]	1156193524	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
519	Ein Luftschifferabenteuer	W. Belka	Erlebnisse einsamer Menschen	1918	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1918]	1156192986	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
520	Eine Flaschenpost	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194873	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
521	Eine Walfischjagd	W. Belka	Erlebnisse einsamer Menschen	1916	ger	48	WAHR	free	(Berlin) : (Verl. mod. Lektüre), 1916	1156193095	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
522	Ibrahim ben Garb, der Pirat	W. Belka	Erlebnisse einsamer Menschen	1916	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, [um 1916]	1156194113	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
523	Im unerforschten Lande	W. Belka	Erlebnisse einsamer Menschen	1920	ger	32	WAHR	free	Berlin : Verl. mod. Lektüre, 1920	1156192285	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
524	In der Kirkisensteppe	W. Belka	Erlebnisse einsamer Menschen	1916	ger	31	WAHR	free	Berlin : [Verl. mod. Lektüre], [um 1916]	1156194032	Erlebnisse einsamer Menschen	(DE-101)1156466040	Abenteuer			
